"브랜드","차종","가격","연식","배기량","주행거리","색상","변속기","연료","선루프","LED헤드램프","어댑티드헤드램프","가죽시트","열선시트.앞좌석.","통풍시트","후방센서","스마트키","네비게이션.순정.","네비게이션.비순정.","전손유무","소유자.이전.횟수","침수유무"
"현대","뉴 에쿠스 3.8 VS380 프레스티지",490,"2011.12",3778,253393,3,1,1,1,0,1,1,0,1,1,1,1,0,0,"0",0
"현대","포터2 CRDi 일반캡  초장축 골드",620,"2014.11",2497,158383,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","싼타페TM 2.0 디젤 2WD 프리미엄",1720,"2020.06",1995,54695,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"쉐보레","올 뉴 크루즈 1.4 터보  LTZ",770,"2018.02",1399,142263,3,1,1,1,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","싼타페 더스타일 2.0 디젤 2WD CLX 디럭스",319,"2011.05",1995,182000,2,1,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"KG모빌리티","슈퍼 렉스턴 2.0 디젤 2WD RX4 최고급형",229,"2011.11",1998,211037,1,1,2,1,0,0,1,0,0,1,0,0,0,0,"0",0
"KG모빌리티","렉스턴W 2.0 디젤 4WD RX7 프레스티지",449,"2012.09",1998,181000,3,1,2,1,0,0,1,1,0,1,1,0,0,0,"0",0
"르노코리아","뉴 SM5  2.0 SE",179,"2010.01",1998,131613,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"쉐보레","임팔라 2.5 LT",699,"2017.06",2457,153665,3,1,1,1,0,0,1,0,0,1,1,1,0,0,"0",0
"르노코리아","뉴 SM5  2.0 LE 익스클루시브",199,"2011.07",1998,128259,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","팰리세이드  3.8 가솔린 4WD 프레스티지",2780,"2019.08",3778,106959,2,1,1,1,1,1,1,1,1,1,1,1,0,0," 3회",0
"쉐보레","올란도 2.0 디젤 LT 프리미엄",269,"2011.11",1998,172000,1,1,2,0,0,0,1,0,0,1,0,0,1,0,"0",0
"현대","그랜드스타렉스 2.5 디젤 밴 5인승 2WD  CVX 럭셔리",1090,"2014.05",2497,111000,2,1,2,0,0,0,1,1,0,1,0,0,1,0,"0",0
"기아","스팅어 3.3 터보 AWD GT",2390,"2018.02",3342,114924,2,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","모하비 더 마스터 3.0 디젤 4WD 5인승  마스터즈",2790,"2020.05",2959,48956,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"KG모빌리티","더 뉴 렉스턴 스포츠 칸  2.2 디젤 4WD 프레스티지",2899,"2022.1",2157,23666,12,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발  3.3 가솔린 하이리무진  -",3699,"2018.12",3342,57500,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80  3.5 터보 AWD -",3899,"2020.07",3470,103981,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","맥스크루즈  2.2 디젤 4WD 익스클루시브 스페셜",1699,"2015.05",2199,64969,6,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G90 1세대  3.8 AWD 프리미엄 럭셔리",4399,"2019.04",3778,87275,1,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 K9  3.8 AWD 베스트 셀렉션 I",4599,"2021.07",3778,37674,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","G90 1세대  3.8 AWD 프리미엄 럭셔리",4399,"2019.04",3778,116888,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","더 K9  3.8 AWD 플래티넘",3299,"2020.09",3778,55694,4,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 K9  3.3 터보 AWD 그랜드 마스터즈",3399,"2021.01",3342,137128,3,1,1,0,1,1,1,1,1,1,1,1,1,0,"0",0
"르노코리아","XM3  1.6 LE 플러스",1520,"2020.11",1598,34408,6,1,1,0,1,0,1,1,0,1,1,1,0,0,"0",0
"KG모빌리티","G4 렉스턴  2.2 디젤 4WD 5인승 마제스티 스페셜",2199,"2020",2157,97960,3,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G70  2.0 터보 AWD 슈프림",2199,"2018.03",1998,103919,4,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G90 1세대  3.8 AWD 프레스티지",4699,"2019.05",3778,97685,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"르노코리아","SM6  2.0 RE",799,"2016.05",1997,172117,2,1,1,0,1,0,1,1,0,1,1,1,0,0,"0",0
"현대","그랜저IG  3.0 프리미엄",2099,"2019.09",2999,66597,3,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","LF쏘나타 하이브리드  2.0 HEV 모던",899,"2015.05",1999,208572,2,1,4,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","올 뉴 마이티  2.5톤 슈퍼캡 장축저상",3399,"2017.05",3933,33936,2,2,2,0,0,0,0,1,0,1,0,0,0,0,"0",0
"기아","더 뉴 K9  3.8 AWD 베스트 셀렉션 I",4699,"2021.09",3778,76041,4,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80  3.5 터보 AWD -",4199,"2021.01",3470,109098,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","쏘나타 뉴 라이즈  1.6 터보 마이 시티 에디션",1299,"2018.04",1591,171488,2,1,1,0,1,0,1,1,0,1,1,1,0,0,"0",0
"기아","더 뉴 K7  2.4 프레스티지 스페셜",859,"2013.03",2359,141336,3,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","더 뉴 그랜저  2.5 프리미엄 초이스",2699,"2020",2497,79131,3,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G80  3.3 AWD 럭셔리",2299,"2020.01",3342,137069,6,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","올 뉴 마이티  3.5톤 슈퍼캡 장축고상",2499,"2016.05",3933,387282,1,2,2,0,0,0,1,1,0,0,0,0,0,0,"0",0
"현대","팰리세이드  3.8 가솔린 4WD 프레스티지",3399,"2019.03",3778,19924,4,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 K9  3.3 프레스티지",1380,"2015.06",3342,128866,3,1,1,0,0,1,1,1,1,1,1,1,0,0,"0",0
"쉐보레","카마로 SS  6.2 V8 -",2590,"2017.04",6162,94918,3,1,1,1,0,0,1,0,1,1,1,1,0,0,"0",0
"기아","스팅어  3.3 터보 AWD GT",2790,"2019.03",3342,56650,8,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","모하비  3.0 디젤 4WD KV300 최고급형",1030,"2010.06",2959,156384,1,1,2,1,0,0,1,1,1,0,1,1,0,0,"0",0
"현대","LF쏘나타  1.7 디젤 스마트 스페셜",1330,"2015.1",1685,92411,2,1,2,1,0,0,1,1,1,1,1,0,1,0,"0",0
"기아","올 뉴 카니발  2.2 디젤 9인승 하이리무진 노블레스",2330,"2016.07",2199,116380,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 K5  2.0 터보 노블레스",1090,"2014.02",1998,146709,2,1,1,1,0,1,1,1,1,1,1,1,0,0,"0",0
"현대","그랜저IG  3.0 LPi  프리미엄 스페셜",2190,"2018.09",2999,117609,2,1,3,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","올 뉴 K7  3.0 LPi  프레스티지",1590,"2018.04",2999,168596,3,1,3,0,1,0,1,1,1,1,1,1,0,0,"0",0
"르노코리아","뉴 마스터  2.3 디젤 캠핑카",4550,"2020.11",2299,23000,2,2,2,0,0,0,1,0,0,0,0,1,0,0,"0",0
"현대","더 뉴 그랜드스타렉스  2.5 디젤 왜건 12인승 2WD 스마트",1900,"2018.04",2497,75516,1,1,2,0,0,0,1,1,0,1,0,0,1,0,"0",0
"쉐보레","스파크  1.0 LS 스타",270,"2011.09",995,84427,6,1,1,0,0,0,1,1,0,1,0,0,1,0,"0",0
"쉐보레","스파크 1.0  LS 스타",290,"2011.07",995,107000,3,1,1,0,0,0,1,1,0,1,0,0,1,0,"0",0
"기아","봉고3 윙바디 탑차",1740,"2018.08",2497,80800,2,1,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"기아","더 K9 3.3 AWD",5250,"2022.01",3342,52600,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스",3650,"2021.04",1598,45130,2,1,4,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜저HG 240  럭셔리",530,"2011.07",2359,185000,3,1,1,0,0,0,1,1,0,1,1,1,0,0,"0",0
"기아","더 뉴 카니발  3.3 가솔린 7인승 하이리무진 프레지던트",3230,"2019.01",3342,71536,2,1,1,0,1,1,1,1,1,1,1,1,0,0," 3회",0
"제네시스","G80  3.3 럭셔리",1480,"2017.06",3342,166468,1,1,1,0,0,1,1,1,1,1,1,1,0,0,"0",0
"현대","제네시스 DH  G380 AWD 프레스티지",1580,"2014.01",3778,155789,3,1,1,0,0,1,1,1,1,1,1,1,0,0," 4회",0
"기아","더 뉴 카니발  3.3 가솔린 하이리무진  -",3790,"2019.06",3342,36813,3,1,1,0,1,1,1,1,1,1,1,1,0,0," 4회",0
"기아","더 뉴 카니발  3.3 가솔린 7인승 프레지던트",2430,"2018.08",3342,92509,1,1,1,0,1,1,1,1,1,1,1,1,0,0," 3회",0
"기아","더 K9  5.0 AWD 퀀텀",3750,"2019.04",5038,91062,3,1,1,1,1,1,1,1,1,1,1,1,0,0," 1회",0
"현대","더 뉴 그랜저  3.3 캘리그래피",2980,"2020.11",3342,73343,3,1,1,0,1,1,1,1,1,1,1,1,0,0," 1회",0
"KG모빌리티","더 뉴 렉스턴 스포츠 칸  2.2 디젤 4WD 프레스티지",3050,"2022.06",2157,9557,3,1,2,0,1,1,1,1,1,1,1,1,0,0," 1회",0
"기아","더 뉴 쏘렌토  2.0 가솔린 터보 2WD 마스터 스페셜",2880,"2020.01",1998,68028,2,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",7490,"2022.11",3470,19396,3,1,1,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"기아","더 뉴 카니발  3.3 가솔린 7인승 리무진 프레지던트",2750,"2018.04",3342,62587,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","G80  3.8 AWD 프레스티지",2480,"2017.07",3778,131278,2,1,1,0,1,1,1,1,1,1,1,1,0,0," 4회",0
"현대","더 뉴 그랜저  2.5 캘리그래피",3380,"2020.02",2497,41612,5,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","카니발 4세대  3.5 가솔린 7인승 시그니처",3680,"2022.09",3470,72561,2,1,1,1,1,1,1,1,1,1,1,1,0,0," 1회",0
"기아","더 뉴 쏘렌토  2.2 디젤 2WD 마스터 스페셜",2580,"2019.07",2199,91861,2,1,2,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"기아","모하비 더 마스터  3.0 디젤 4WD 7인승 마스터즈",3080,"2019.11",2959,127000,3,1,2,1,1,1,1,1,1,1,1,1,0,0," 회",0
"제네시스","G70  2.0 터보 스포츠팩",2380,"2019.04",1998,80465,1,1,1,1,1,1,1,1,1,1,1,1,0,0," 2회",0
"기아","K7 프리미어 2.5  프레스티지",2160,"2019.11",2497,47735,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","그랜드스타렉스 2.5 디젤 밴 5인승 2WD  CVX 럭셔리",570,"2011.03",2497,157212,1,1,2,0,0,0,1,0,0,0,0,0,1,0,"0",0
"기아","더 K9 3.3 터보 AWD  마스터즈Ⅲ",3550,"2018.09",3342,86197,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","싼타페DM 2.0 디젤 2WD  익스클루시브",1260,"2013.04",1995,88407,3,1,2,1,0,0,1,0,1,1,1,0,0,0,"0",0
"기아","쏘렌토 4세대  2.2 디젤 2WD 프레스티지",2990,"2020.04",2151,59000,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",5990,"2021.06",3470,20600,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","EQ900 3.8 AWD  프리미엄 럭셔리",3270,"2017.12",3778,73679,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"쉐보레","더 뉴 스파크 1.0 프리미어",840,"2018.09",999,21570,9,1,1,0,0,0,1,1,0,1,1,0,0,0,"0",0
"제네시스","G80 3.3  럭셔리",1790,"2016.11",3342,119505,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","올 뉴 투싼 1.7 디젤 2WD 모던",1199,"2017.06",1685,134226,1,1,2,0,0,0,1,1,0,1,1,0,0,0," 0회",0
"현대","그랜저HG 300  노블",590,"2011.04",2999,162279,3,1,1,0,0,0,1,0,1,0,1,0,0,0," 3회",0
"현대","그랜드스타렉스 2.5 디젤 왜건 12인승 2WD CVX 럭셔리",430,"2009.09",2497,269117,3,1,2,0,0,0,0,1,0,1,0,0,0,0," 4회",0
"기아","봉고3  냉동 탑차 -",620,"2014.1",2497,175000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"쉐보레","크루즈  1.8 LTZ 플러스",470,"2013.12",1796,86992,2,1,1,1,0,0,1,1,0,0,0,0,1,0,"0",0
"기아","올 뉴 K7 3.3 리미티드 플러스",1990,"2018.1",3342,88738,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 K9 3.8 AWD 플래티넘Ⅱ",2399,"2019.04",3778,166490,3,1,7,1,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","포터2 CRDi 슈퍼캡 기본형",650,"2015.11",2497,210735,2,2,2,0,0,0,1,1,0,0,0,0,1,0,"0",0
"제네시스","G80 3.3 터보  스포츠",2499,"2016.11",3342,146780,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","아반떼AD  1.6 터보 스포츠 M/T",1390,"2016.06",1591,73000,5,2,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","올 뉴 K7 하이브리드  2.4 HEV 노블레스 스페셜",2690,"2018.09",2359,62000,2,1,4,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","더 뉴 맥스크루즈  2.2 디젤 2WD 파이니스트 에디션",2190,"2016.07",2199,70000,4,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 쏘렌토  2.2 디젤 2WD 마스터 스페셜",2690,"2019.1",2199,81000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 쏘렌토  2.2 디젤 4WD 마스터",2390,"2018.08",2199,135000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발  2.2 디젤 9인승 노블레스 스페셜",1790,"2018.1",2199,206000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","카니발 4세대 3.5 가솔린 하이리무진",6399,"2021.08",3470,31842,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","G80 3.3 AWD  럭셔리",2220,"2016.08",3342,70034,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV70 2.5 터보 AWD",4990,"2021.01",2497,48813,2,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보 AWD",4850,"2020.06",2497,21251,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보 AWD",4590,"2020.06",2497,73799,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","더 뉴 그랜저 2.5 르블랑",3320,"2022.02",2497,33955,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","모하비 더 마스터 3.0 디젤 4WD 6인승  마스터즈",3050,"2020.1",2959,57370,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV70 2.5 터보  스포츠",4980,"2021.03",2497,30125,3,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G80 3.3 터보 AWD  스포츠",3480,"2019.03",3342,65133,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD  7인승",4390,"2020.05",3470,120574,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.0 디젤  5인승",4620,"2020.04",2996,117270,2,1,2,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD 5인승",5890,"2021.07",3470,81897,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD  5인승",4990,"2020.05",2996,114271,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","더 뉴 그랜저 2.5 익스클루시브",2850,"2020.03",2497,76693,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜드스타렉스 2.5 디젤 밴 3인승 2WD  스마트",2090,"2019.12",2497,25217,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜드스타렉스 2.5 디젤 밴 5인승 2WD  모던",1350,"2016.05",2497,99945,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV70 2.5 터보 AWD",4590,"2021.05",2497,40804,3,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","뉴 에쿠스 3.8 VS380 프리미엄",1180,"2013.08",3778,171919,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜저IG 2.4 익스클루시브 스페셜",2450,"2018.12",2359,38476,3,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","K7 프리미어 2.5  X 에디션",2690,"2020.01",2497,47228,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","K5 1.6 터보  시그니처",2730,"2020.11",1598,45398,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보 AWD",6090,"2023.03",2497,22516,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD 5인승",6299,"2021.01",3470,70949,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜저IG 2.4  프리미엄",2100,"2017.11",2359,27141,2,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD 5인승",4730,"2020.12",2996,120732,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.0 디젤  5인승",5450,"2022.12",2996,21099,3,1,2,0,0,0,0,0,0,0,0,0,0,0," 2회",0
"현대","더 뉴 그랜저 3.3 익스클루시브",3099,"2019.12",3342,29516,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","카니발 4세대 3.5 가솔린 9인승 하이리무진 시그니처",4170,"2021.04",3470,68630,3,1,1,0,1,0,0,1,1,1,1,1,0,0,"0",0
"기아","K7 프리미어 2.5 X 에디션",2790,"2020.12",2497,22145,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","제네시스 DH G380 익스클루시브",1450,"2014.02",3778,147615,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스 스페셜",2540,"2019.11",2199,135692,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","G80 3.3 AWD 럭셔리",2930,"2017.02",3342,42281,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","싼타페 더 프라임 2.0 디젤 2WD 익스클루시브",1230,"2015.07",1995,149868,2,1,2,1,0,0,1,0,1,1,1,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD  5인승",5499,"2020.05",3470,80826,2,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD 5인승",5260,"2020.11",2996,108971,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD 5인승",8790,"2023.11",3470,3684,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","G80 3.3 터보 AWD 스포츠",3570,"2016.11",3342,61543,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜",2750,"2018.09",2199,91203,3,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","더 뉴 그랜저 2.5 익스클루시브",3199,"2020.07",2497,31529,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜저HG 300 프리미엄",750,"2013.02",2999,165692,2,1,1,0,0,0,1,0,1,0,1,0,0,0,"0",0
"현대","제네시스 DH G330 AWD  프리미엄",1180,"2014.07",3342,209131,3,1,1,1,0,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD 7인승",6090,"2021.03",2996,74542,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보 AWD",5100,"2021.12",2497,53141,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","K8 2.5 노블레스",3370,"2023.02",2497,21725,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","베라크루즈 3.0 디젤 4WD VXL",830,"2013.11",2959,226591,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","K5 1.6 터보  시그니처",2770,"2021.03",1598,30163,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD 5인승",6220,"2020.05",3470,35994,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"쉐보레","리얼 뉴 콜로라도 3.6 V6 4WD 익스트림-X",3150,"2021.03",3649,29344,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발 3.3 가솔린 9인승 하이리무진  노블레스 스페셜",3230,"2020.04",3342,57193,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","G80 3.3 터보 AWD 스포츠",3870,"2019.06",3342,77611,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","더 뉴 G70 2.0 터보",2850,"2021.08",1998,26789,4,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보 AWD",5290,"2020.09",2497,42469,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜",3390,"2020.05",2199,51603,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","모하비 3.0 디젤 4WD  KV300 최고급형",850,"2012.01",2959,208448,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","더 뉴 그랜저 3.3 캘리그래피",3250,"2021.11",3342,53523,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.5 터보 AWD 5인승",5450,"2020.06",3470,82751,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","스팅어 3.3 터보 AWD GT",2690,"2017.07",3342,46744,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","EQ900 3.8 AWD 프리미엄 럭셔리",3450,"2017.06",3778,53928,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD 5인승",5999,"2020.04",2996,42370,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","올 뉴 투싼 2.0 디젤 4WD 모던",1599,"2016.05",1995,88675,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","GV70 2.5 터보 스포츠",5170,"2021.06",2497,31026,2,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","G80 3.3 터보 AWD 스포츠",3099,"2017.09",3342,70300,3,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"제네시스","EQ900 3.3 터보 AWD 럭셔리",2050,"2016.03",3342,144628,3,1,1,1,0,1,1,0,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발 3.3 가솔린 9인승 하이리무진 노블레스 스페셜",3050,"2019.04",3342,71590,3,1,1,0,1,0,0,1,1,1,1,1,0,0,"0",0
"현대","벨로스터 N 2.0 터보  퍼포먼스팩",2180,"2020.06",1998,77720,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","카니발 4세대 3.5 가솔린 4인승 하이리무진 시그니처",5650,"2021.11",3470,21491,2,1,1,0,1,1,0,1,1,1,1,1,0,0,"0",0
"기아","쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  시그니처",3750,"2020.04",1598,49268,2,1,4,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","G80 3.3 AWD 럭셔리",2320,"2016.08",3342,63697,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","뉴 에쿠스 3.8 VS380 모던",1290,"2013.08",3778,115226,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 모하비 3.0 디젤 4WD 프레지던트",2099,"2016.05",2959,124899,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","뉴 에쿠스 3.8 VS380 모던",1280,"2013.07",3778,114487,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","EQ900 3.8 AWD 프리미엄 럭셔리",2890,"2016.04",3778,96020,3,1,1,1,1,1,1,0,1,1,1,1,0,0,"0",0
"제네시스","G70 2.0 터보 스포츠팩",2580,"2018.03",1998,69578,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 K9 3.8 이그제큐티브",1400,"2015.07",3778,108624,3,1,1,0,0,1,1,0,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜",3390,"2020.04",2199,61409,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","EQ900 3.8 AWD  프레스티지",3090,"2016.04",3778,93826,1,1,1,1,1,1,1,0,1,1,1,1,0,0,"0",0
"제네시스","GV70 2.5 터보",5130,"2022.1",2497,9362,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발 3.3 가솔린 9인승 하이리무진 노블레스 스페셜",3220,"2019.07",3342,34501,2,1,1,0,1,0,0,1,1,1,1,1,0,0,"0",0
"기아","모하비 더 마스터 3.0 디젤 4WD 5인승 마스터즈",3539,"2020.01",2959,54581,3,1,2,1,1,0,0,1,1,1,1,1,0,0,"0",0
"현대","뉴 에쿠스 3.8 VS380 익스클루시브",1590,"2013.09",3778,126691,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 K9 3.8 AWD 그랜드 플래티넘",3970,"2020.11",3778,52082,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","베라크루즈 3.0 디젤 4WD 익스클루시브",1149,"2014.11",2959,193200,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
