"브랜드","차종","가격","연식","배기량","주행거리","색상","변속기","연료","선루프","LED헤드램프","어댑티드헤드램프","가죽시트","열선시트.앞좌석.","통풍시트","후방센서","스마트키","네비게이션.순정.","네비게이션.비순정.","전손유무","소유자.이전.횟수","침수유무"
"제네시스","EQ900 3.8  럭셔리",2590,"2016.05",3778,66177,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80  3.0 디젤 7인승",3700,"2020.03",2996,87874,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"KG모빌리티","토레스  1.5 가솔린 2WD T7",2990,"2023.1",1497,2700,1,1,1,0,1,0,1,1,1,1,1,1,0,0," 1회",0
"쌍용","더 뉴 렉스턴 스포츠 칸 2.2 디젤 4WD 노블레스",3090,"2022.1",2157,7500,3,1,2,1,1,0,1,1,1,1,1,1,0,0," 0회",0
"기아","더 뉴 K5  2.0 트렌디",950,"2015.04",1999,103153,2,1,1,1,0,0,1,1,0,1,1,1,0,0,"0",0
"KG모빌리티","티볼리 에어 1.6 디젤 2WD RX",869,"2016.07",1597,120000,1,1,2,0,0,0,1,0,0,0,1,0,0,0,"0",0
"현대","제네시스  BH380 로얄 VIP 팩",539,"2008.03",3778,290000,2,1,1,1,0,0,1,1,1,1,1,1,0,0,"0",0
"르노코리아","뉴 마스터  2.3 디젤 캠핑카",4950,"2020.09",2299,20000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜",2390,"2018.08",2199,150000,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 K5 2.0 LPi  프레스티지",1350,"2019.05",1999,43000,2,1,3,0,0,0,1,1,1,1,1,0,1,0," 2회",0
"기아","카니발 4세대  3.5 가솔린 9인승 하이리무진 세부등급",5350,"2022.01",3470,62000,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","K5  2.0 시그니처",2550,"2020.11",1999,13000,2,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","올 뉴 K7  2.4 프레스티지",1199,"2016.12",2359,77263,1,1,1,1,0,0,1,1,1,0,1,1,0,0,"0",0
"GM대우","레스타  캠핑카 -",NA,"2012.1",3760,270000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","올 뉴 카니발 2.2 디젤 휠체어리프트  6인승",1880,"2016.01",2199,179187,2,1,2,0,0,0,0,1,0,0,0,0,0,0," 1회",0
"현대","엑셀 1.5 4도어 GLSI",300,"1993.09",1468,250000,4,2,1,0,0,0,0,0,0,0,0,0,0,0," 2회",0
"KG모빌리티","렉스턴 스포츠  2.2 디젤 4WD 다이내믹 에디션",3590,"2020.09",2157,54000,2,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"기아","K7 프리미어  3.0 시그니처",3200,"2020.08",2999,48000,2,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","벨로스터 N  2.0 터보 퍼포먼스팩",1933,"2019.1",1998,43203,3,2,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","봉고3 냉장 탑차",1090,"2014.04",2497,128444,2,1,2,0,0,0,0,0,0,0,0,0,0,0," 1회",0
"기아","더 K9  5.0 AWD 퀀텀",9999,"2018.06",5038,47000,4,1,1,1,1,1,1,1,1,1,1,1,0,0," 2회",0
"기타","국산차 캠핑 트레일러",600,"2021.07",0,100,3,1,8,0,0,0,0,0,0,0,0,0,0,0," 0회",0
"현대","그랜저HG  240 럭셔리",820,"2012.12",2359,64000,3,1,1,0,0,0,1,1,0,1,1,1,0,0,"0",0
"기아","더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -",9770,"2024",3470,35,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80  3.0 디젤 AWD 5인승",5300,"2020.11",2996,49700,1,1,2,0,1,0,1,1,1,1,0,1,0,0,"0",0
"현대","쏘나타  2.0 LPi 프리미엄",2050,"2019.06",1999,30800,1,1,3,0,0,0,1,1,0,1,1,1,0,0,"0",0
"기아","카니발 4세대  3.5 가솔린 4인승 하이리무진 시그니처",8950,"2022.09",3470,12,3,1,1,0,1,0,1,1,1,1,0,1,0,0,"0",0
"기아","카니발 4세대 3.5 가솔린 4인승 하이리무진 시그니처",5900,"2022.01",3470,17300,2,1,1,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"제네시스","EQ900 5.0 AWD 프레스티지",2380,"2017.06",5038,167752,3,1,1,1,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","뉴 그랜버드  블루스카이 캠핑카",7000,"2016.01",12742,213576,3,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","포터2 TCi 슈퍼캡 장축 SUP 일반형",750,"2011.1",2497,157545,2,1,2,0,0,0,0,1,0,0,0,0,0,0," 4회",0
"현대","제네시스 DH G330 AWD 프리미엄",1630,"2015.12",3342,121000,3,1,1,0,0,0,0,0,0,0,0,0,0,0," 5회",0
"기아","봉고3  파워게이트 -",750,"2015.06",2497,311243,2,2,2,0,0,0,1,1,0,0,0,0,1,0,"0",0
"현대","싼타페 더 프라임 2.0 디젤 2WD 익스클루시브",1450,"2015.12",1995,95000,2,1,2,1,0,0,1,1,1,1,1,1,0,0," 2회",0
"기아","카니발 4세대  2.2 디젤 하이리무진  -",NA,"2023.09",2151,12700,2,1,2,0,1,0,1,1,1,1,0,1,0,0,"0",0
"기아","더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜",2500,"2019.01",2199,131000,3,1,2,0,1,0,1,1,1,1,1,1,0,0," 2회",0
"현대","포니2 픽업",650,"1988.02",1499,87000,2,2,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","뉴 에쿠스 3.8 VS380 프라임",430,"2010.05",3778,259000,3,1,1,0,0,0,0,0,0,0,0,0,0,0," 6회",0
"현대","포터2 파워게이트",1400,"2018.06",2497,99364,2,2,2,0,0,0,0,1,0,0,0,0,1,0," 0회",0
"KG모빌리티","렉스턴 스포츠 칸 2.2 디젤 4WD 5링크 프레스티지",1490,"2021.02",2157,147378,8,1,2,0,0,0,0,1,1,1,1,1,0,0," 0회",0
"기아","스포티지 더 볼드 2.0 디젤 2WD 프레스티지",1800,"2018.12",1995,66819,2,1,2,1,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","쏠라티 캠핑카 럭셔리 4인승",9800,"2022.04",2497,12180,2,1,2,0,0,0,0,0,0,0,0,0,0,0," 0회",0
"기타","국산차 캠핑카 - -",7900,"2022.07",2199,7751,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","그랜저HG 220 디젤 프리미엄",850,"2015.01",2199,190000,4,1,2,0,0,0,1,1,1,1,1,1,0,0," 4회",0
"기아","뉴 스포티지 2.0 디젤 2WD TLX 고급형",330,"2009.02",1991,240000,1,1,2,0,0,0,0,0,0,0,0,0,0,0," 3회",0
"기아","셀토스 1.6 가솔린 터보 2WD 프레스티지",1870,"2019.11",1591,59848,2,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","그랜드스타렉스  캠핑카 -",2300,"2013.12",2497,153600,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","봉고3 내장 탑차",1300,"2017.1",2497,85000,2,1,2,0,0,0,0,0,0,0,0,0,0,0," 3회",0
"기아","더 뉴 모닝 1.0 밴 고급형",450,"2016.08",998,92230,3,1,1,0,0,0,0,0,0,0,0,0,0,0," 3회",0
"현대","팰리세이드 2.2 디젤 2WD 캘리그래피",3590,"2020.12",2199,50000,2,1,2,1,1,0,1,1,1,1,1,1,0,0," 1회",0
"기아","올 뉴 카니발 2.2 디젤 9인승  노블레스",2100,"2014.09",2199,140000,3,1,2,1,1,1,1,1,1,1,1,1,0,0," 7회",0
"KG모빌리티","토레스  1.5 가솔린 2WD T5",2520,"2023.04",1497,13966,2,1,1,1,1,0,1,1,0,1,0,1,0,0,"0",0
"현대","제네시스 DH G330 AWD 프리미엄",2000,"2014.06",3342,84370,1,1,1,1,0,0,1,1,1,1,1,1,0,0," 1회",0
"현대","스타리아  2.2 디젤 캠핑카 -",NA,"2021.11",2199,21290,1,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"KG모빌리티","렉스턴W  2.0 디젤 2WD RX7 럭셔리",680,"2015.07",1998,136000,2,1,2,0,0,0,1,0,0,0,0,0,0,0,"0",0
"기아","스포티지 더 볼드 2.0 디젤 2WD 프레스티지",2590,"2021.02",1995,20000,2,1,2,1,1,1,1,1,1,1,1,1,0,0," 1회",0
"기아","뉴 그랜버드 실크로드 47인승 자가용",1500,"2011.04",12742,600000,8,2,2,0,0,0,0,0,0,0,0,0,0,0," 1회",0
"현대","싼타페DM 2.0 디젤 4WD  프리미엄",1230,"2013.04",1995,98000,2,1,2,1,0,0,1,1,1,1,1,0,0,0," 2회",0
"현대","맥스크루즈 2.2 디젤 2WD 익스클루시브",1350,"2015.09",2199,86000,2,1,2,0,0,0,0,1,1,1,1,1,0,0," 0회",0
"현대","코나  1.6 가솔린 터보 4WD 프리미엄",1690,"2018.05",1591,11122,1,1,1,0,1,0,1,1,1,0,0,0,0,0,"0",0
"기아","뉴 콩코드 1.8 GXi",450,"1994.12",1789,78955,3,2,1,0,0,0,0,0,0,0,0,0,0,0," 6회",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",7220,"2023",3470,9,2,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","아반떼AD 1.6 터보 스포츠 DCT",1200,"2016.09",1591,196000,2,1,1,1,0,0,1,1,0,1,1,1,0,0," 2회",0
"쉐보레","캡티바 2.0 디젤 2WD LT 프리미엄",290,"2012.03",1998,270000,2,1,2,1,0,0,1,1,0,1,0,1,0,0," 5회",0
"현대","그랜저HG 300  로얄",500,"2011.11",2999,158973,1,1,1,0,0,0,1,1,1,1,1,1,0,0," 2회",0
"현대","제네시스 DH G330 프리미엄",900,"2014.05",3342,230000,3,1,1,1,0,1,1,0,1,1,1,1,0,0," 4회",0
"현대","YF쏘나타 2.0 LPi  프리미어",630,"2011.05",1998,60790,3,1,3,0,1,0,1,1,0,1,1,0,1,0," 1회",0
"기아","올 뉴 카니발  3.3 가솔린 7인승 하이리무진 프레지던트",2390,"2016.03",3342,78000,3,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발  2.2 디젤 7인승 리무진 VIP",2480,"2019.06",2199,56707,3,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","포터2 슈퍼캡 내장탑차 스마트",1350,"2020.02",2497,86939,2,1,2,0,0,0,0,1,1,0,0,1,0,0," 0회",0
"기아","더 뉴 카니발  3.3 가솔린 9인승 하이리무진 노블레스 스페셜",3990,"2020.02",3342,30000,2,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","팰리세이드 2.2 디젤 2WD 익스클루시브",2740,"2020.05",2199,89000,2,1,2,0,1,0,0,1,1,1,1,1,0,0," 0회",0
"기아","올 뉴 카니발  3.3 가솔린 9인승 하이리무진 노블레스",2660,"2017.06",3342,83000,2,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"르노코리아","SM7 뉴 아트 2.3 프레스티지",489,"2009.12",2349,183500,1,1,1,1,0,0,1,1,0,1,1,0,1,0," 3회",0
"GM대우","티코 0.8 슈퍼",350,"1996.09",796,102000,9,2,1,0,0,0,0,0,0,0,0,0,1,0," 4회",0
"현대","더 뉴 제네시스 쿠페  2.0 터보 S",1120,"2012.09",1998,120000,2,1,1,1,0,0,1,0,0,1,1,1,0,0,"0",0
"쉐보레","스파크 1.0  LS 스타",200,"2011.08",995,136000,3,1,1,0,0,0,1,1,0,1,0,0,0,0," 5회",0
"기아","더 프레스티지 K7 3.0  프레스티지",790,"2012.1",2999,96684,2,1,2,1,0,0,1,1,1,1,1,1,0,0," 3회",0
"현대","그랜저HG 240 모던",500,"2012.04",2359,199000,3,1,1,0,0,0,0,0,0,0,0,0,0,0," 1회",0
"현대","스타리아  2.2 디젤 캠핑카 -",4600,"2021.05",2199,38000,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"대우","티코 0.8 SE",790,"1996.1",796,121600,5,2,1,0,0,0,0,0,0,0,0,0,0,0," 11회",0
"현대","싼타페 더 프라임  2.0 디젤 4WD 밸류 플러스",2150,"2017.05",1995,99650,3,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"쌍용","뉴코란도 2.9 디젤 밴 4WD 290S 고급형",450,"2002.08",2874,290000,4,2,2,0,0,0,1,0,0,0,0,0,0,0," 7회",0
"현대","더 뉴 아반떼 1.6  모던",850,"2014.1",1591,95694,3,1,1,0,0,0,1,0,0,1,1,0,0,0,"0",0
"KG모빌리티","더 뉴 코란도 스포츠  2.2 디젤 4WD CX7 패션",859,"2017.03",2157,149948,1,1,2,0,0,0,1,1,1,1,1,0,1,0,"0",0
"제네시스","G80  3.3 프리미엄 럭셔리",2490,"2017.04",3342,67844,3,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -",6380,"2024",3470,5,2,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"기타","국산차 캠핑카",5000,"2019.03",2497,25300,2,1,2,0,0,0,0,1,0,1,0,0,1,0," 1회",0
"현대","포터2 더블캡 내장탑차",340,"2006.01",2476,90565,4,2,2,0,0,0,0,1,0,0,0,0,0,0," 4회",0
"현대","쏘나타2  1.8 GL",600,"1994.02",1796,171000,1,2,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","캠핑카 캠핑카",4600,"2012.02",2497,37500,2,1,2,0,0,0,0,1,0,1,0,0,0,0," 0회",0
"현대","포터2  활어운반차 -",1250,"2020.1",2497,193000,2,2,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"현대","포터2  CRDi 슈퍼캡 초장축 프리미엄",900,"2016.1",2497,183000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 레이  1.0 밴 -",550,"2018.08",998,189000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","포터2  활어운반차 -",1900,"2020.11",2497,11000,2,2,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"현대","포터2  파워게이트 -",1190,"2019.02",2497,194200,2,2,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"쉐보레","카마로 SS 6.2 V8 볼케이노 레드",2980,"2016.11",6162,38500,8,1,1,1,0,0,1,1,1,1,1,1,0,0," 3회",0
"제네시스","GV70 2.5 터보 AWD",4980,"2021.07",2497,67816,3,1,1,1,1,0,1,1,1,1,1,1,0,0," 3회",0
"현대","그랜드스타렉스  2.5 디젤 왜건 12인승 2WD 스마트",990,"2015.09",2497,157000,1,1,2,0,0,0,0,0,0,1,0,0,1,0," 0회",0
"제네시스","GV80 3.0 디젤 AWD 5인승",6500,"2021.01",2996,68930,3,1,2,0,1,0,1,1,1,1,1,1,0,0," 2회",0
"기아","모하비 더 마스터  3.0 디젤 4WD 6인승 마스터즈",NA,"2020.02",2959,98000,3,1,2,1,1,1,1,1,1,1,1,1,0,0,"0",0
"기아","더 뉴 모닝 1.0 바이퓨얼 스마트",460,"2015.1",998,122700,2,1,7,0,0,0,1,1,0,1,0,1,0,0," 8회",0
"기아","봉고3 덤프 4WD",10020,"2006.11",2902,107000,4,2,2,0,0,0,0,0,0,0,0,0,0,0," 7회",0
"현대","포터2 슈퍼캡 내장탑차  초장축 디럭스",630000,"2014.06",2497,199400,2,2,2,0,0,0,0,0,0,0,0,0,0,0," 4회",0
"현대","더 뉴 제네시스 쿠페  3.8 GT P",1390,"2013.01",3778,114000,3,1,1,0,1,0,1,0,0,1,1,1,0,0,"0",0
"현대","그랜저HG 300 익스클루시브",700,"2015.11",2999,194500,3,1,1,1,0,0,1,1,1,1,1,1,0,0," 2회",0
"르노삼성","SM5 뉴 임프레션 2.0 LE 익스클루시브",200,"2009.01",1998,166866,3,1,1,0,0,0,1,0,0,0,1,0,0,0," 0회",0
"현대","싼타페TM 2.2 디젤 2WD 익스클루시브",3000,"2023.08",2497,9057,2,1,1,0,1,0,1,1,1,1,1,1,0,0," 0회",0
"현대","그랜드스타렉스  캠핑카 -",NA,"2016.03",2497,151215,4,1,2,0,0,0,1,1,0,1,0,0,1,0,"0",0
"현대","제네시스 쿠페  2.0 터보 RW",490,"2009.06",1998,172000,1,1,1,1,0,0,1,1,0,1,1,0,1,0,"0",0
"쉐보레","더 넥스트 스파크 1.0 LTZ",590,"2016.01",999,54000,5,1,1,0,0,0,0,0,0,0,1,0,0,0," 3회",0
"현대","맥스크루즈  2.2 디젤 4WD 익스클루시브 스페셜",1290,"2013.06",2199,136000,3,1,2,0,0,0,1,1,1,1,1,1,0,0,"0",0
"기아","봉고3 크레인",890,"2005.12",2902,181689,2,2,2,0,0,0,1,0,0,0,0,0,0,0,"0",0
"GM대우","라세티 프리미어 1.6 SX 고급형",2000,"2009.09",1598,150000,2,1,1,0,0,0,0,0,0,0,0,0,0,0," 3회",0
"현대","제네시스 DH G380 AWD 익스클루시브",2350,"2016.05",3778,53100,1,1,1,0,1,0,1,1,1,1,1,1,0,0," 1회",0
"기아","더 뉴 카니발  2.2 디젤 9인승 하이리무진 노블레스 스페셜",3190,"2019.01",2199,112600,2,1,2,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","더 뉴 팰리세이드 3.8 가솔린 2WD 프레스티지",3950,"2023.08",3778,6500,4,1,1,1,1,1,1,1,1,1,1,1,0,0," 0회",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",7500,"2023.01",3470,22000,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","GV80 3.0 디젤 AWD 7인승",6600,"2020.12",2996,45000,5,1,2,0,1,1,1,1,1,0,0,0,0,0," 0회",0
"기아","모하비 더 마스터  3.0 디젤 4WD 5인승 마스터즈",3200,"2019.11",2959,66659,3,1,2,1,1,0,0,1,1,1,1,1,0,0,"0",0
"현대","그랜저 뉴 럭셔리 Q270 럭셔리",280,"2009.09",2656,193000,3,1,1,0,0,0,1,0,0,0,0,0,0,0," 0회",0
"현대","제네시스 BH330 모던",750,"2013.09",3342,128000,3,1,1,0,0,0,0,0,0,0,0,0,0,0," 0회",0
"쉐보레","캡티바 2.2 디젤 4WD LTZ",730,"2014.01",2231,107300,2,1,2,1,1,0,1,1,0,1,1,0,1,0," 0회",0
"현대","벨로스터 1.6 터보 D 스펙",450,"2012.05",1591,207000,2,1,1,1,0,0,1,1,0,1,1,1,0,0," 9회",0
"현대","올 뉴 마이티  3.5톤 윙바디 -",4100,"2016.09",3933,79000,11,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","봉고3  CRDi 킹캡 초장축 럭셔리",520,"2009.05",2902,103000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","유니버스 리무진 25인승",3800,"2013.01",12742,555747,4,2,2,0,0,0,1,0,0,0,0,0,0,0," 7회",0
"현대","에쿠스 3.3 JS 330 고급형",170,"2006.03",3342,288000,3,1,1,0,0,0,1,0,0,1,0,0,0,0," 5회",0
"현대","베라크루즈 3.0 디젤 2WD VXL",570,"2007.07",2959,248000,1,1,2,1,0,1,1,0,0,1,1,1,0,0," 2회",0
"제네시스","GV80 쿠페  2.5 터보 AWD -",8750,"2024.01",2497,10,2,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"현대","그랜저HG 220 디젤 프리미엄",850,"2015.06",2199,198727,1,1,2,1,0,0,1,0,1,1,1,0,0,0," 2회",0
"제네시스","G80 3.3 AWD  프리미엄 럭셔리",1999,"2016.08",3342,181726,3,1,7,0,1,1,1,1,1,1,1,1,0,0," 6회",0
"현대","제네시스 쿠페 3.8 GT RW",470,"2009.1",3778,2322500,1,1,1,1,0,0,1,1,0,1,1,1,0,0," 5회",0
"기아","K5  1.6 터보 프레스티지",2300,"2021.08",1598,29000,1,1,1,0,1,1,1,1,1,1,0,0,0,0," 0회",0
"현대","e-에어로타운  캠핑카 -",5800,"2013.07",5899,54000,2,2,2,0,0,0,0,0,0,0,0,0,0,0," 1회",0
"기아","더 뉴 봉고3 킹캡  초장축 L",1850,"2022.01",2497,25810,5,1,2,0,0,0,1,1,0,0,0,1,0,0," 0회",0
"현대","더 뉴 팰리세이드 2.2 디젤 2WD 프레스티지",3400,"2021.11",2199,22000,11,1,2,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"기아","더 뉴 레이 1.0 트렌디",1100,"2018.06",998,5081,2,1,1,0,0,0,1,1,0,1,0,0,0,0," 0회",0
"기아","더 프레스티지 K7 2.4 프레스티지",650,"2012.07",2359,116700,1,1,1,1,0,0,1,1,1,1,1,1,0,0," 1회",0
"현대","포터2  캠핑카 -",3200,"2017.08",2497,34291,2,1,2,0,0,0,0,0,0,0,0,0,0,0," 2회",0
"현대","그랜저HG 300 익스클루시브",1100,"2014.08",2999,163000,2,1,1,0,0,1,1,1,1,1,1,0,1,0," 9회",0
"현대","팰리세이드  3.8 가솔린 4WD 프레스티지",3300,"2021.06",3778,9900,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","e-카운티  캠핑카 -",2500,"2007.08",3900,262000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","더 뉴 봉고3 킹캡 초장축 GL",1950,"2023.04",2497,11,2,1,2,0,0,0,0,1,0,1,0,0,0,0," 1회",0
"기아","K8 3.5 AWD  플래티넘",4200,"2022.12",3470,6753,2,1,1,0,1,0,1,1,1,1,1,1,0,0," 0회",0
"현대","그랜드스타렉스 캠핑카",3800,"2015.09",2497,92000,1,1,2,0,0,0,0,0,0,0,0,0,0,0," 1회",0
"현대","더 뉴 그랜드스타렉스  2.5 디젤 캠핑카 2WD",7390,"2021.03",2497,14000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜드스타렉스  캠핑카 -",3190,"2016.03",2497,103000,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"현대","그랜드스타렉스  캠핑카 -",2700,"2014.02",2497,141000,3,1,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"기아","K5 2.0 LPi 프레스티지",490,"2010.07",1998,176051,2,1,3,0,0,0,0,1,0,1,1,1,0,0," 7회",0
"현대","더 뉴 제네시스 쿠페 3.8 GT R",1450,"2014.04",3778,136000,4,1,1,1,0,0,1,1,0,1,1,1,0,0," 2회",0
"기타","국산차 기타",4000,"2016.01",3933,668784,2,2,2,0,0,0,0,0,0,0,0,0,0,0," 2회",0
"기아","더 뉴 K7  3.0 프레스티지",1030,"2015.06",2999,134109,3,1,1,0,0,0,1,1,1,1,1,1,0,0,"0",0
"현대","포터2  슈퍼캡 초장축 스타일",890,"2015.1",2497,91000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,"0",0
"제네시스","더 올 뉴 G80 2.5 터보",4500,"2021.01",2497,33000,1,1,1,0,0,0,1,1,1,1,1,1,0,0," 0회",0
"르노코리아","QM5 네오 2.0 디젤 4WD  SE",650,"2014.03",1995,210000,2,1,2,0,0,0,1,0,0,1,1,0,0,0," 3회",0
"기아","더 프레스티지 K7  2.4 프레스티지",620,"2012.04",2359,141000,2,1,1,1,0,0,1,0,1,1,1,0,1,0,"0",0
"제네시스","더 뉴 G70 3.3 터보 AWD",4960,"2023.11",3342,500,3,1,1,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"기타","국산차 전기차",320,"2020.07",109,15500,8,1,5,0,0,0,0,0,0,0,0,0,0,0," 4회",0
"기아","그랜드 카니발 R  2.2 디젤 프레지던트",700,"2012.06",2199,124000,3,1,2,1,0,0,1,1,0,1,0,1,0,0,"0",0
"현대","그랜드스타렉스  2.5 디젤 밴 5인승 2WD CVX 럭셔리",670,"2012.1",2497,121000,1,2,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"기아","스포티지R  2.0 디젤 2WD TLX 고급형",600,"2010.1",1995,139000,2,1,2,0,0,0,1,1,0,1,0,0,1,0,"0",0
"GM대우","마티즈 크리에이티브  1.0 재즈 스타",240,"2010.09",995,124000,4,1,1,0,0,0,1,1,0,1,0,0,0,0,"0",0
"현대","포터2 CRDi 슈퍼캡  초장축 스마트",2200,"2023.1",2497,761,2,1,2,0,0,0,0,0,1,1,0,0,0,0," 0회",0
"기아","올 뉴 쏘렌토 2.0 디젤 2WD  디럭스",1100,"2016.08",1995,163618,1,1,2,0,0,0,1,0,0,1,0,0,0,0," 3회",0
"현대","포터2 TCi 슈퍼캡 장축 SUP 일반형",2100,"2023.06",2497,20380,4,1,2,0,0,0,1,1,1,1,0,0,0,0," 2회",0
"제네시스","GV70 2.5 터보 AWD",5200,"2021.04",2497,17000,2,1,1,1,1,1,1,1,1,1,1,1,0,0," 2회",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",4500,"2023.07",3470,2854,2,1,1,0,1,0,1,1,1,1,1,1,0,0," 0회",0
"기아","카니발 4세대  3.5 가솔린 하이리무진  -",5500,"2022.01",3470,40197,3,1,1,0,1,0,1,1,1,1,0,0,0,0,"0",0
"현대","팰리세이드 3.8 가솔린 2WD 프레스티지",3e+07,"2020.1",3778,21754,3,1,1,0,1,1,1,1,1,1,1,1,0,0," 0회",0
"현대","싼타페DM 2.0 디젤 2WD 스마트",650,"2013.1",1995,230462,1,1,2,0,0,0,1,0,0,1,0,1,0,0," 1회",0
"현대","더 뉴 제네시스 쿠페  2.0 터보 S",1030,"2012.1",1998,141300,3,1,1,1,0,0,1,0,0,1,1,1,0,0,"0",0
"현대","팰리세이드  3.8 가솔린 2WD 캘리그래피",3850,"2021.1",3778,15000,2,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","그랜저IG  2.4 프리미엄",1900,"2018.02",2359,73000,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"제네시스","더 올 뉴 G80  3.5 터보 AWD -",NA,"2021.01",3470,41220,5,1,1,0,1,1,1,1,1,1,1,1,0,0,"0",0
"르노코리아","SM3 네오 1.5 디젤  LE",549,"2018.05",1461,143833,2,1,2,0,0,0,1,0,0,1,1,0,0,0,"0",0
"르노코리아","클리오 1.5 dCi 인텐스",859,"2018.06",1461,108072,3,1,2,0,1,0,1,1,0,1,1,1,0,0,"0",0
"기아","더 뉴 K5 2.0 노블레스",1649,"2019.02",1999,83362,2,1,1,1,1,0,1,1,1,1,1,1,0,0,"0",0
"현대","뉴 에쿠스  3.8 VS380 익스클루시브",1050,"2014.07",3778,240000,3,1,1,1,1,1,1,0,1,1,1,1,0,0," 5회",0
"르노삼성","SM7 2.3 LE",150,"2005.01",2349,256300,3,1,1,0,0,1,1,1,0,0,1,1,0,0," 3회",0
"제네시스","더 올 뉴 G80  2.5 터보 -",4380,"2020.07",2497,35000,3,1,1,0,1,0,1,1,1,1,1,1,0,0,"0",0
"기아","봉고3  CRDi 킹캡 초장축 GX",499,"2014.12",2497,288655,4,1,2,0,0,0,1,1,0,1,0,0,0,0,"0",0
"제네시스","GV80 2.5 터보  5인승",3900,"2023.01",2497,43875,2,1,1,0,0,0,0,0,0,0,0,0,0,0," 0회",0
"현대","그랜드스타렉스  2.5 디젤 밴 3인승 2WD CVX 밸류",600,"2014.12",2497,263500,1,1,2,0,0,0,1,1,0,0,0,0,1,0," 4회",0
"기아","올 뉴 카렌스  2.0 LPi 7인승 프레스티지",680,"2014.01",1999,104000,11,1,3,1,0,0,1,0,0,1,1,0,0,0,"0",0
